"status","AuctionType:","Case#:","FinalJudgmentAmount:","ParcelID:","ParcelLink","PropertyAddress:","address2","PlaintiffMaxBid:","AssessedValue:"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-039182-CA-01","$261,005.71","30-2001-003-5090","http://www.miamidade.gov/propertysearch/#/?folio=3020010035090","5935 NW 200 ST","MIAMI, FL- 33015","Hidden","$244,790.00"
"10/16/2019 09:00 AM ET","FORECLOSURE"," 2018-042940-CA-01","$276,882.64","36-6017-016-1580","http://www.miamidade.gov/propertysearch/#/?folio=3660170161580","10036 SW 222 ST","CUTLER BAY, FL- 33190","Hidden","$176,848.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2009-011072-CA-01","$275,301.69","04-2027-038-0420","http://www.miamidade.gov/propertysearch/#/?folio=0420270380420","2638 W 71 PL","HIALEAH, FL- 33016","Hidden","$204,969.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2010-035665-CA-01","$535,937.20","02-3203-007-3200","http://www.miamidade.gov/propertysearch/#/?folio=0232030073200","720 N SHORE DR","MIAMI BEACH, FL- 33141","Hidden","$462,151.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2010-038628-CA-01","$839,786.26","32-2021-004-0380","http://www.miamidade.gov/propertysearch/#/?folio=3220210040380","15241 NW 88 AVE","MIAMI LAKES, FL- 33018","Hidden","$268,907.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2013-021935-CA-01","$659,387.65","30-5921-017-0280","http://www.miamidade.gov/propertysearch/#/?folio=3059210170280","15201 SW 141 TER","MIAMI, FL- 33196","Hidden","$396,196.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2014-001536-CA-01","$399,535.07","30-6912-025-0010","http://www.miamidade.gov/propertysearch/#/?folio=3069120250010","20735 SW 120 CT","MIAMI, FL- 33177","Hidden","$110,981.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2014-020602-CA-01","$297,720.90","36-6005-004-2180","http://www.miamidade.gov/propertysearch/#/?folio=3660050042180","18600 SW 97 PL","CUTLER BAY, FL- 33157","Hidden","$222,268.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2014-027209-CA-01","$196,995.97","35-3019-052-0540","http://www.miamidade.gov/propertysearch/#/?folio=3530190520540","5655 NW 109 AVE 58","DORAL, FL- 33178","Hidden","$181,672.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2015-014955-CA-01","$372,252.65","30-6907-004-0290","http://www.miamidade.gov/propertysearch/#/?folio=3069070040290","17061 SW 213 LN","MIAMI, FL- 33187","Hidden","$269,881.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2015-023902-CA-01","$606,267.67","30-4929-014-0540","http://www.miamidade.gov/propertysearch/#/?folio=3049290140540","15914 SW 62 ST","MIAMI, FL- 33193","Hidden","$236,968.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2016-007183-CA-01","$297,505.82","34-2108-014-0210","http://www.miamidade.gov/propertysearch/#/?folio=3421080140210","4525 NW 180 ST","MIAMI GARDENS, FL- 33055","Hidden","$101,698.00"
"Canceled per County","FORECLOSURE"," 2014-015647-CA-01","$528,355.77","01-4105-014-0021","http://www.miamidade.gov/propertysearch/#/?folio=0141050140021","324 NW 43 PL","MIAMI, FL- 33126","Hidden","$272,967.00"
"Canceled per Order","FORECLOSURE"," 2015-002717-CA-01","$500,378.48","30-2003-038-1200","http://www.miamidade.gov/propertysearch/#/?folio=3020030381200","19522 NW 77 CT","MIAMI, FL- 33015","Hidden","$300,859.00"
"Other","FORECLOSURE"," 2018-042567-CA-01","$237,956.58","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=","15680 SW 82 LN 85","MIAMI, FL- 33193","Hidden",
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2016-008368-CA-01","$546,785.16","35-3019-006-0390","http://www.miamidade.gov/propertysearch/#/?folio=3530190060390","4275 NW 112 CT","DORAL, FL- 33178","Hidden","$247,000.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2016-010007-CA-01","$290,525.01","35-3007-009-2720","http://www.miamidade.gov/propertysearch/#/?folio=3530070092720","10754 NW 85 TER 8-34","DORAL, FL- 33178","Hidden","$224,460.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2016-028976-CA-01","$787,797.21","03-4120-022-0891","http://www.miamidade.gov/propertysearch/#/?folio=0341200220891","4108 PALMARITO ST","CORAL GABLES, FL- 33146","Hidden","$549,120.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2017-009942-CA-01","$215,472.92","34-2108-011-0090","http://www.miamidade.gov/propertysearch/#/?folio=3421080110090","3721 NW 170 ST","MIAMI GARDENS, FL- 33055","Hidden","$196,669.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2017-013961-CA-01","$319,815.81","30-4019-003-3470","http://www.miamidade.gov/propertysearch/#/?folio=3040190033470","10960 SW 42 TER","MIAMI, FL- 33165","Hidden","$161,954.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2017-018169-CA-01","$247,601.67","30-5903-010-0480","http://www.miamidade.gov/propertysearch/#/?folio=3059030100480","13954 SW 103 TER","MIAMI, FL- 33186","Hidden","$158,333.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2017-018215-CA-01","$357,247.59","04-2025-001-0680","http://www.miamidade.gov/propertysearch/#/?folio=0420250010680","775 W 74 PL","HIALEAH, FL- 33014","Hidden","$153,367.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2017-019995-CA-01","$946,165.92","30-4024-008-0520","http://www.miamidade.gov/propertysearch/#/?folio=3040240080520","6540 SW 43 ST","MIAMI, FL- 33155","Hidden","$454,019.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2017-020558-CA-01","$200,458.04","30-5904-002-1700","http://www.miamidade.gov/propertysearch/#/?folio=3059040021700","9663 SW 148 AVE","MIAMI, FL- 33196","Hidden","$72,736.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2017-021186-CA-01","$353,249.30","30-5922-004-1220","http://www.miamidade.gov/propertysearch/#/?folio=3059220041220","14917 SW 141 PL","MIAMI, FL- 33186","Hidden","$174,428.00"
"Canceled per County","FORECLOSURE"," 2014-015647-CA-01","$528,355.77","01-4105-014-0021","http://www.miamidade.gov/propertysearch/#/?folio=0141050140021","324 NW 43 PL","MIAMI, FL- 33126","Hidden","$272,967.00"
"Canceled per Order","FORECLOSURE"," 2015-002717-CA-01","$500,378.48","30-2003-038-1200","http://www.miamidade.gov/propertysearch/#/?folio=3020030381200","19522 NW 77 CT","MIAMI, FL- 33015","Hidden","$300,859.00"
"Other","FORECLOSURE"," 2018-042567-CA-01","$237,956.58","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=","15680 SW 82 LN 85","MIAMI, FL- 33193","Hidden",
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2017-021660-CA-01","$272,470.19","30-4935-016-0590","http://www.miamidade.gov/propertysearch/#/?folio=3049350160590","8420 SW 133 AVENUE RD 315","MIAMI`, FL- 33183","Hidden","$101,316.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2017-030051-CA-01","$356,835.97","02-3203-011-0200","http://www.miamidade.gov/propertysearch/#/?folio=0232030110200","710 86 ST","MIAMI BEACH, FL- 33141","Hidden","$93,091.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-001961-CA-01","$376,381.06","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=","18975 NW 63 CT","MIAMI, FL- 33015","Hidden",
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-005563-CA-01","$517,251.11","30-2001-003-3710","http://www.miamidade.gov/propertysearch/#/?folio=3020010033710","6041 NW 201 LN","MIAMI, FL- 33015","Hidden","$306,539.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-009199-CA-01","$361,059.50","30-5004-020-0140","http://www.miamidade.gov/propertysearch/#/?folio=3050040200140","9701 SW 96 CT","MIAMI, FL- 33176","Hidden","$800,491.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-010234-CA-01","$126,686.82","30-4902-037-1780","http://www.miamidade.gov/propertysearch/#/?folio=3049020371780","890 SW 129 PL 209","MIAMI, FL- 33184","Hidden","$102,000.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-018194-CA-01","$260,172.00","01-3124-003-0420","http://www.miamidade.gov/propertysearch/#/?folio=0131240030420","530 NW 45 ST","MIAMI, FL- 33127","Hidden","$148,605.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-021403-CA-01","$365,373.08","30-4921-008-0940","http://www.miamidade.gov/propertysearch/#/?folio=3049210080940","4331 SW 147 PL","MIAMI, FL- 33185","Hidden","$243,632.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-024052-CA-01","$194,875.65","01-3134-050-0080","http://www.miamidade.gov/propertysearch/#/?folio=0131340500080","840 NW 18 PL","MIAMI, FL- 33125","Hidden","$83,461.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-024259-CA-01","$8,815.90","30-2001-038-0130","http://www.miamidade.gov/propertysearch/#/?folio=3020010380130","6195 NW 186 ST 104","MIAMI, FL- 33015","Hidden","$74,316.00"
"Canceled per County","FORECLOSURE"," 2014-015647-CA-01","$528,355.77","01-4105-014-0021","http://www.miamidade.gov/propertysearch/#/?folio=0141050140021","324 NW 43 PL","MIAMI, FL- 33126","Hidden","$272,967.00"
"Canceled per Order","FORECLOSURE"," 2015-002717-CA-01","$500,378.48","30-2003-038-1200","http://www.miamidade.gov/propertysearch/#/?folio=3020030381200","19522 NW 77 CT","MIAMI, FL- 33015","Hidden","$300,859.00"
"Other","FORECLOSURE"," 2018-042567-CA-01","$237,956.58","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=","15680 SW 82 LN 85","MIAMI, FL- 33193","Hidden",
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-025635-CA-01","$396,287.18","04-2028-049-0390","http://www.miamidade.gov/propertysearch/#/?folio=0420280490390","7387 W 34 LN","HIALEAH, FL- 33018","Hidden","$137,518.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-030307-CA-01","$207,938.42","30-5909-032-0650","http://www.miamidade.gov/propertysearch/#/?folio=3059090320650","15246 SW 108 TER","MIAMI, FL- 33196","Hidden","$254,099.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-030312-CA-01","$379,301.03","30-3116-009-2670","http://www.miamidade.gov/propertysearch/#/?folio=3031160092670","3096 NW 57 ST","MIAMI, FL- 33142","Hidden","$76,396.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-031627-CA-01","$17,439.83","TIMESHARE","http://www.miamidade.gov/propertysearch/#/?folio=TIMESHARE",,,"Hidden",
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-033796-CA-01","$316,400.76","33-5034-021-0240","http://www.miamidade.gov/propertysearch/#/?folio=3350340210240","8265 SW 178 TER","PALMETTO BAY, FL- 33157","Hidden","$349,189.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-037254-CA-01","$107,506.52","30-2206-030-0100","http://www.miamidade.gov/propertysearch/#/?folio=3022060300100","447 NE 195 ST 109","MIAMI, FL- 33179","Hidden","$52,691.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-039067-CA-01","$186,826.25","01-3133-035-0190","http://www.miamidade.gov/propertysearch/#/?folio=0131330350190","3191 NW 17 ST","MIAMI, FL- 33125","Hidden","$230,554.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-042532-CA-01","$371,703.10","01-4110-075-0010","http://www.miamidade.gov/propertysearch/#/?folio=0141100750010","2561 SW 11 ST","MIAMI, FL- 33135","Hidden","$130,730.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2018-042742-CA-01","$92,949.51","34-2112-038-0480","http://www.miamidade.gov/propertysearch/#/?folio=3421120380480","505 NW 177 ST 203","MIAMI GARDENS, FL- 33169","Hidden","$72,600.00"
"10/21/2019 09:00 AM ET","FORECLOSURE"," 2019-002127-CA-01","$218,080.91","04-2035-132-0110","http://www.miamidade.gov/propertysearch/#/?folio=0420351320110","1305 W 53 ST 201","HIALEAH, FL- 33012","Hidden","$59,796.00"
"Canceled per County","FORECLOSURE"," 2014-015647-CA-01","$528,355.77","01-4105-014-0021","http://www.miamidade.gov/propertysearch/#/?folio=0141050140021","324 NW 43 PL","MIAMI, FL- 33126","Hidden","$272,967.00"
"Canceled per Order","FORECLOSURE"," 2015-002717-CA-01","$500,378.48","30-2003-038-1200","http://www.miamidade.gov/propertysearch/#/?folio=3020030381200","19522 NW 77 CT","MIAMI, FL- 33015","Hidden","$300,859.00"
"Other","FORECLOSURE"," 2018-042567-CA-01","$237,956.58","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=","15680 SW 82 LN 85","MIAMI, FL- 33193","Hidden",
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2009-035025-CA-01","$685,112.35","30-4936-016-0170","http://www.miamidade.gov/propertysearch/#/?folio=3049360160170","12030 SW 77 TER","MIAMI, FL- 33183","Hidden","$408,130.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2009-071151-CA-01","$398,220.84","04-3108-007-2450","http://www.miamidade.gov/propertysearch/#/?folio=0431080072450","517 E 23 ST","HIALEAH, FL- 33013","Hidden","$282,524.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2014-027746-CA-01","$579,077.41","35-3018-029-3380","http://www.miamidade.gov/propertysearch/#/?folio=3530180293380","6630 NW 114 AVE 1536","DORAL, FL- 33178","Hidden","$190,000.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2015-008596-CA-01","$254,055.22","36-6004-021-0480","http://www.miamidade.gov/propertysearch/#/?folio=3660040210480","9373 STERLING DR","CUTLER BAY, FL- 33157","Hidden","$128,571.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2015-020774-CA-01","$105,459.36","30-2135-021-0880","http://www.miamidade.gov/propertysearch/#/?folio=3021350210880","1115 NW 115 ST","MIAMI, FL- 33168","Hidden","$98,269.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2015-022911-CA-01","$225,105.12","30-3109-006-0210","http://www.miamidade.gov/propertysearch/#/?folio=3031090060210","3200 NW 87 ST","MIAMI, FL- 33147","Hidden","$66,651.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2016-010882-CA-01","$526,582.59","15-4012-033-0060","http://www.miamidade.gov/propertysearch/#/?folio=1540120330060","6150 SW 16 ST","WEST MIAMI, FL- 33155","Hidden","$276,059.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2016-016201-CA-01","$624,455.78","36-6003-034-3230","http://www.miamidade.gov/propertysearch/#/?folio=3660030343230","7408 SW 189 ST","CUTLER BAY, FL- 33157","Hidden","$368,321.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2016-018445-CA-01","$226,448.51","28-2210-070-0320","http://www.miamidade.gov/propertysearch/#/?folio=2822100700320","3000 ISLAND BLVD 402","AVENTURA, FL- 33160","Hidden","$165,319.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2016-027227-CA-01","$384,460.55","30-2107-003-0890","http://www.miamidade.gov/propertysearch/#/?folio=3021070030890","4970 NW 182 ST","MIAMI, FL- 33055","Hidden","$133,430.00"
"Other","FORECLOSURE"," 2019-002899-CA-01","$83,867.66","01-4206-052-0110","http://www.miamidade.gov/propertysearch/#/?folio=0142060520110","520 BRICKELL KEY DR A1400","MIAMI, FL- 33131","Hidden","$347,102.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2016-027761-CA-01","$283,425.37","01-3126-037-0080","http://www.miamidade.gov/propertysearch/#/?folio=0131260370080","1472 NW 34 ST","MIAMI, FL- 33142","Hidden","$161,657.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2016-030068-CA-01","$833,768.71","30-6018-026-0090","http://www.miamidade.gov/propertysearch/#/?folio=3060180260090","10837 SW 228 TER","MIAMI, FL- 33170","Hidden","$140,687.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2016-031952-CA-01","$90,349.01","34-2111-002-1080","http://www.miamidade.gov/propertysearch/#/?folio=3421110021080","800 NW 171 ST","MIAMI GARDENS, FL- 33169","Hidden","$118,585.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2017-006169-CA-01","$529,321.09","30-4910-051-0120","http://www.miamidade.gov/propertysearch/#/?folio=3049100510120","2201 SW 141 PL","MIAMI, FL- 33175","Hidden","$269,496.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2017-011068-CA-01","$265,544.93","01-3114-035-0860","http://www.miamidade.gov/propertysearch/#/?folio=0131140350860","1421 NW 58 ST","MIAMI, FL- 33142","Hidden","$143,700.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2017-012501-CA-01","$242,418.92","34-1134-004-0270","http://www.miamidade.gov/propertysearch/#/?folio=3411340040270","20500 NW 26 CT","MIAMI GARDENS, FL- 33056","Hidden","$108,801.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2017-012991-CA-01","$307,737.61","01-4116-009-4300","http://www.miamidade.gov/propertysearch/#/?folio=0141160094300","3303 SW 24 ST","MIAMI, FL- 33145","Hidden","$127,212.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2017-017111-CA-01","$156,125.26","30-2127-005-0740","http://www.miamidade.gov/propertysearch/#/?folio=3021270050740","2015 NW 131 ST","MIAMI, FL- 33167","Hidden","$66,087.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2017-018288-CA-01","$31,992.98","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=","950 UCLID AVE UNIT 108","MIAMI, FL- 33139","Hidden",
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2017-026656-CA-01","$235,250.30","34-2111-012-0050","http://www.miamidade.gov/propertysearch/#/?folio=3421110120050","830 NW 173 TER","MIAMI GARDENS, FL- 33169","Hidden","$262,922.00"
"Other","FORECLOSURE"," 2019-002899-CA-01","$83,867.66","01-4206-052-0110","http://www.miamidade.gov/propertysearch/#/?folio=0142060520110","520 BRICKELL KEY DR A1400","MIAMI, FL- 33131","Hidden","$347,102.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2018-007303-CA-01","$442,711.37","03-4130-002-0840","http://www.miamidade.gov/propertysearch/#/?folio=0341300020840","1551 DELGADO AVE","CORAL GABLES, FL- 33146","Hidden","$360,008.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2018-012979-CA-01","$213,628.16","10-7917-014-0390","http://www.miamidade.gov/propertysearch/#/?folio=1079170140390","1915 SE 5 TER","HOMESTEAD, FL- 33033","Hidden","$164,457.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2018-013837-CA-01","$618,013.08","30-5927-027-2450","http://www.miamidade.gov/propertysearch/#/?folio=3059270272450","14102 SW 167 TER","MIAMI, FL- 33177","Hidden","$172,274.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2018-017698-CA-01","$349,828.97","01-4105-024-0690","http://www.miamidade.gov/propertysearch/#/?folio=0141050240690","4350 SW 4 ST","MIAMI, FL- 33134","Hidden","$253,625.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2018-020060-CA-01","$570,944.60","15-4012-047-0120","http://www.miamidade.gov/propertysearch/#/?folio=1540120470120","1740 SW 64 AVE","WEST MIAMI, FL- 33155","Hidden","$297,935.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2018-020318-CA-01","$238,174.76","34-2101-013-0330","http://www.miamidade.gov/propertysearch/#/?folio=3421010130330","19730 NW 5 AVE","MIAMI GARDENS, FL- 33169","Hidden","$113,073.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2018-030209-CA-01","$70,335.59","30-5927-010-0090","http://www.miamidade.gov/propertysearch/#/?folio=3059270100090","15341 SW 143 AVE","MIAMI, FL- 33177","Hidden","$119,581.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2018-039313-CA-01","$99,954.68","34-1135-020-0040","http://www.miamidade.gov/propertysearch/#/?folio=3411350200040","20380 NW 7 AVE 104","MIAMI GARDENS, FL- 33169","Hidden","$28,572.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2018-041665-CA-01","$18,963.25","34-1136-021-0150","http://www.miamidade.gov/propertysearch/#/?folio=3411360210150","165 NE 203 TER 16","MIAMI GARDENS, FL- 33179","Hidden","$36,412.00"
"10/22/2019 09:00 AM ET","FORECLOSURE"," 2019-000491-CA-01","$208,175.43","30-3103-027-0140","http://www.miamidade.gov/propertysearch/#/?folio=3031030270140","2101 NW 96 ST","MIAMI, FL- 33147","Hidden","$147,682.00"
"Other","FORECLOSURE"," 2019-002899-CA-01","$83,867.66","01-4206-052-0110","http://www.miamidade.gov/propertysearch/#/?folio=0142060520110","520 BRICKELL KEY DR A1400","MIAMI, FL- 33131","Hidden","$347,102.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2008-057450-CA-01","$375,416.06","01-4116-011-0640","http://www.miamidade.gov/propertysearch/#/?folio=0141160110640","3139 SW 25 ST","MIAMI, FL- 33133","Hidden","$274,131.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2009-026834-CA-01","$0.00","MULTIPLE PARCEL","http://www.miamidade.gov/propertysearch/#/?folio=MULTIPLE%20PARCEL","315 NE 154 ST","MIAMI, FL- 33162","Hidden","$170,801.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2012-029573-CA-01","$212,011.30","34-2108-007-1170","http://www.miamidade.gov/propertysearch/#/?folio=3421080071170","3741 NW 177 ST","MIAMI GARDENS, FL- 33055","Hidden","$139,023.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2015-015130-CA-01","$106,337.85","01-3124-019-0710","http://www.miamidade.gov/propertysearch/#/?folio=0131240190710","328 NW 45 ST","MIAMI, FL- 33127","Hidden","$88,495.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2015-025129-CA-01","$591,873.34","36-6016-015-1190","http://www.miamidade.gov/propertysearch/#/?folio=3660160151190","22605 SW 94 PL","CUTLER BAY, FL- 33190","Hidden","$204,895.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2016-009662-CA-01","$215,569.98","30-3115-018-0690","http://www.miamidade.gov/propertysearch/#/?folio=3031150180690","2301 NW 64 ST","MIAMI, FL- 33147","Hidden","$122,996.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2016-010055-CA-01","$553,864.21","18-3101-028-0760","http://www.miamidade.gov/propertysearch/#/?folio=1831010280760","147 NW 87 ST","EL PORTAL, FL- 33150","Hidden","$292,307.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2016-014029-CA-01","$378,777.06","30-2003-030-0630","http://www.miamidade.gov/propertysearch/#/?folio=3020030300630","19848 NW 85 AVE","MIAMI, FL- 33015","Hidden","$167,905.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-001014-CA-01","$379,014.62","30-6912-011-0580","http://www.miamidade.gov/propertysearch/#/?folio=3069120110580","20221 SW 118 AVE","MIAMI, FL- 33177","Hidden","$304,712.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-003556-CA-01","$216,211.06","01-3231-048-0285","http://www.miamidade.gov/propertysearch/#/?folio=0132310480285","1717 N BAYSHORE DR A-3039","MIAMI, FL- 33132","Hidden","$261,497.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-014574-CA-01","$170,851.78","04-2131-026-0090","http://www.miamidade.gov/propertysearch/#/?folio=0421310260090","90 E 61 ST","HIALEAH, FL- 33013","Hidden","$139,531.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-014759-CA-01","$691,757.21","30-5910-004-0670","http://www.miamidade.gov/propertysearch/#/?folio=3059100040670","11026 SW 139 PL","MIAMI, FL- 33186","Hidden","$201,826.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-014920-CA-01","$237,181.07","30-2127-001-2690","http://www.miamidade.gov/propertysearch/#/?folio=3021270012690","12615 NW 22 AVE","MIAMI, FL- 33167","Hidden","$188,463.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-016026-CA-01","$689,308.28","30-4003-036-0060","http://www.miamidade.gov/propertysearch/#/?folio=3040030360060","326 NW 86 CT","MIAMI, FL- 33126","Hidden","$172,818.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-016521-CA-01","$330,441.09","10-7910-019-0470","http://www.miamidade.gov/propertysearch/#/?folio=1079100190470","1051 NE 41 PL","HOMESTEAD, FL- 33033","Hidden","$101,648.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-017037-CA-01","$76,961.79","30-2232-066-0550","http://www.miamidade.gov/propertysearch/#/?folio=3022320660550","1800 NE 114 ST 811","MIAMI, FL- 33181","Hidden","$103,620.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-025893-CA-01","$267,189.11","07-2217-015-1190","http://www.miamidade.gov/propertysearch/#/?folio=0722170151190","1020 NE 160 ST","NORTH MIAMI BEACH, FL- 33162","Hidden","$146,851.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2017-027131-CA-01","$343,780.90","30-6932-007-0080","http://www.miamidade.gov/propertysearch/#/?folio=3069320070080","27200 SW 162 AVE","MIAMI, FL- 33031","Hidden","$204,872.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2018-003573-CA-01","$119,289.28","30-6925-003-0140","http://www.miamidade.gov/propertysearch/#/?folio=3069250030140","25525 SW 124 CT","MIAMI, FL- 33032","Hidden","$109,481.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2018-006249-CA-01","$57,425.12","30-7908-032-0320","http://www.miamidade.gov/propertysearch/#/?folio=3079080320320","30302 SW 161 AVE","MIAMI, FL- 33033","Hidden","$54,984.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2018-006395-CA-01","$161,768.11","10-7919-013-0900","http://www.miamidade.gov/propertysearch/#/?folio=1079190130900","1022 ADAMS AVE 1022K","HOMESTEAD, FL- 33034","Hidden","$88,000.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2018-011494-CA-01","$333,265.96","01-3127-027-0150","http://www.miamidade.gov/propertysearch/#/?folio=0131270270150","3016 NW 22 CT","MIAMI, FL- 33142","Hidden","$62,792.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2018-022459-CA-01","$84,804.47","06-2232-060-0060","http://www.miamidade.gov/propertysearch/#/?folio=0622320600060","11685 CANAL DR 106","NORTH MIAMI, FL- 33181","Hidden","$84,487.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2018-030901-CA-01","$356,898.60","30-2205-002-1970","http://www.miamidade.gov/propertysearch/#/?folio=3022050021970","19821 NE 10 CT","MIAMI, FL- 33179","Hidden","$96,581.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2018-031800-CA-01","$246,807.89","14-2235-005-0570","http://www.miamidade.gov/propertysearch/#/?folio=1422350050570","300 88 ST","SURFSIDE, FL- 33154","Hidden","$374,321.00"
"10/23/2019 09:00 AM ET","FORECLOSURE"," 2018-032734-CA-01","$226,628.61","30-4922-001-0890","http://www.miamidade.gov/propertysearch/#/?folio=3049220010890","5401 SW 139 CT","MIAMI, FL- 33175","Hidden","$84,314.00"
