"status","AuctionType:","Case#:","FinalJudgmentAmount:","ParcelID:","ParcelLink","PropertyAddress:","address2","PlaintiffMaxBid:","AssessedValue:"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2018-035155-CA-01","$381,316.69","30-4021-014-0220","http://www.miamidade.gov/propertysearch/#/?folio=3040210140220","9040 SW 48 TER","MIAMI, FL- 33165","Hidden","$170,963.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2018-042639-CA-01","$400,314.44","30-4933-004-0160","http://www.miamidade.gov/propertysearch/#/?folio=3049330040160","7701 SW 147 CT","MIAMI, FL- 33193","Hidden","$352,435.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2018-042932-CA-01","$143,285.55","30-6912-025-0110","http://www.miamidade.gov/propertysearch/#/?folio=3069120250110","20636 SW 120 CT","MIAMI, FL- 33177","Hidden","$155,961.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2019-003562-CA-01","$3,811,684.80","02-3232-011-0430","http://www.miamidade.gov/propertysearch/#/?folio=0232320110430","620 W DI LIDO DR","MIAMI BEACH, FL- 33139","Hidden","$3,160,786.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2019-003826-CA-01","$237,586.02","35-3022-033-0150","http://www.miamidade.gov/propertysearch/#/?folio=3530220330150","5252 NW 85 AVE 1801","DORAL, FL- 33166","Hidden","$379,260.00"
"10/07/2019 09:00 AM ET","FORECLOSURE"," 2019-004419-CA-01","$397,924.49","30-6926-022-0320","http://www.miamidade.gov/propertysearch/#/?folio=3069260220320","13232 SW 251 LN","MIAMI, FL- 33032","$397,924.49","$102,307.00"
"Canceled per County","FORECLOSURE"," 2015-022670-CA-01","$1,062,834.88","03-4107-017-0830","http://www.miamidade.gov/propertysearch/#/?folio=0341070170830","2010 COUNTRY CLUB PRADO","CORAL GABLES, FL- 33134","Hidden","$560,406.00"
"Canceled per Order","FORECLOSURE"," 2017-009345-CA-01","$274,148.56","30-5020-006-0530","http://www.miamidade.gov/propertysearch/#/?folio=3050200060530","10365 SW 149 TER","MIAMI, FL- 33176","Hidden","$149,296.00"
"Canceled per County","FORECLOSURE"," 2017-018130-CA-01","$611,580.66","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per Order","FORECLOSURE"," 2018-002015-CA-01","$256,977.92","30-4015-008-0080","http://www.miamidade.gov/propertysearch/#/?folio=3040150080080","8300 SW 32 ST","MIAMI, FL- 33155","Hidden","$241,848.00"
"Canceled per County","FORECLOSURE"," 2018-016055-CA-01","$133,464.13","30-2135-023-0052","http://www.miamidade.gov/propertysearch/#/?folio=3021350230052","1361 NW 111 ST","MIAMI, FL- 33167","Hidden","$117,019.00"
"Canceled per Order","FORECLOSURE"," 2019-003543-CA-01","$248,265.90","01-4105-021-0165","http://www.miamidade.gov/propertysearch/#/?folio=0141050210165","4255 SW 7 ST","MIAMI, FL- 33134","Hidden","$125,083.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2010-056499-CA-01","$334,010.43","01-3125-084-3510","http://www.miamidade.gov/propertysearch/#/?folio=0131250843510","3301 NE 1 AVE H2513","MIAMI, FL- 33137","Hidden","$178,361.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2012-028084-CA-01","$380,269.96","36-6016-001-1160","http://www.miamidade.gov/propertysearch/#/?folio=3660160011160","21910 SW 98 AVE","CUTLER BAY, FL- 33190","Hidden","$153,204.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2012-031316-CA-01","$460,914.76","30-4014-001-0270","http://www.miamidade.gov/propertysearch/#/?folio=3040140010270","6785 SW 27 ST","MIAMI, FL- 33155","Hidden","$152,631.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2014-013976-CA-01","$1,223,451.09","02-3210-011-0300","http://www.miamidade.gov/propertysearch/#/?folio=0232100110300","1925 NORMANDY DR","MIAMI BEACH, FL- 33141","Hidden","$461,866.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2016-018414-CA-01","$393,719.35","04-2027-072-0750","http://www.miamidade.gov/propertysearch/#/?folio=0420270720750","7211 W 24 AVE 2263","HIALEAH, FL- 33016","Hidden","$154,930.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2016-024353-CA-01","$278,800.58","30-6006-001-2520","http://www.miamidade.gov/propertysearch/#/?folio=3060060012520","11700 SW 188 ST","MIAMI, FL- 33177","Hidden","$201,070.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2017-003190-CA-01","$928,740.51","30-4915-062-0290","http://www.miamidade.gov/propertysearch/#/?folio=3049150620290","3127 SW 143 PL","MIAMI, FL- 33175","$928,740.51","$312,713.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2017-005154-CA-01","$507,692.14","30-5922-045-0330","http://www.miamidade.gov/propertysearch/#/?folio=3059220450330","14642 SW 141 CT","MIAMI, FL- 33186","Hidden","$205,290.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2017-011404-CA-01","$102,583.08","30-4004-063-1340","http://www.miamidade.gov/propertysearch/#/?folio=3040040631340","9439 FONTAINEBLEAU BLVD 208","MIAMI, FL- 33172","Hidden","$123,783.00"
"10/08/2019 09:00 AM ET","FORECLOSURE"," 2017-011587-CA-01","$130,421.21","04-2027-074-1110","http://www.miamidade.gov/propertysearch/#/?folio=0420270741110","2659 W 68 PL","HIALEAH, FL- 33016","Hidden","$151,640.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2009-066456-CA-01","$371,017.20","30-4005-015-0400","http://www.miamidade.gov/propertysearch/#/?folio=3040050150400","10131 SW 4 ST","MIAMI, FL- 33174","Hidden","$168,122.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2009-072034-CA-01","$395,017.83","30-6925-012-0950","http://www.miamidade.gov/propertysearch/#/?folio=3069250120950","12072 SW 249 ST","MIAMI, FL- 33032","Hidden","$96,757.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2011-011656-CA-01","$661,733.12","30-4015-017-1290","http://www.miamidade.gov/propertysearch/#/?folio=3040150171290","8431 SW 27 LN","MIAMI, FL- 33155","Hidden","$324,725.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2011-032499-CA-01","$214,077.31","30-2123-029-0030","http://www.miamidade.gov/propertysearch/#/?folio=3021230290030","13920 NW 14 AVE","MIAMI, FL- 33167","Hidden","$174,485.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2012-007073-CA-01","$619,403.25","30-5920-007-0120","http://www.miamidade.gov/propertysearch/#/?folio=3059200070120","16112 SW 151 ST","MIAMI, FL- 33196","Hidden","$229,130.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2012-026507-CA-01","$1,524,436.06","03-4118-003-2310","http://www.miamidade.gov/propertysearch/#/?folio=0341180032310","2916 GRANADA BLVD","CORAL GABLES, FL- 33134","$1,524,436.06","$628,521.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2012-040693-CA-01","$181,461.81","04-2028-061-0810","http://www.miamidade.gov/propertysearch/#/?folio=0420280610810","7817 W 36 AVE 101","HIALEAH, FL- 33018","Hidden","$101,702.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2014-012988-CA-01","$422,258.78","30-2003-036-0120","http://www.miamidade.gov/propertysearch/#/?folio=3020030360120","8325 NW 186 ST 301","UNINCORPORATED COUNTY, FL- 33015","Hidden","$169,730.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2014-025366-CA-01","$188,058.03","30-4008-045-1300","http://www.miamidade.gov/propertysearch/#/?folio=3040080451300","1100 SW 104 CT E-304","MIAMI, FL- 33174","Hidden","$138,614.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2015-002142-CA-01","$299,146.19","30-3951-022-0060","http://www.miamidade.gov/propertysearch/#/?folio=3039510220060","887 NW 123 AVE","MIAMI, FL- 33182","$305,984.67","$164,770.00"
"Canceled per County","FORECLOSURE"," 2013-006105-CA-01","$345,048.26","6-6016-011-0150","http://www.miamidade.gov/propertysearch/#/?folio=660160110150","22012 SW 93 PL","MIAMI, FL- 33190","Hidden",
"Canceled per Order","FORECLOSURE"," 2014-022011-CA-01","$301,526.66","02-3222-010-0530","http://www.miamidade.gov/propertysearch/#/?folio=0232220100530","4555 N ADAMS AVE","MIAMI BEACH, FL- 33140","Hidden","$295,857.00"
"Canceled per County","FORECLOSURE"," 2016-014856-CA-01","$812,584.38","35-3018-023-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530180230370","10993 NW 72 TER","DORAL, FL- 33178","Hidden","$453,962.00"
"Canceled per Order","FORECLOSURE"," 2016-017811-CA-01","$337,553.98","27-2033-011-0540","http://www.miamidade.gov/propertysearch/#/?folio=2720330110540","8980 NW 116 ST","HIALEAH GARDENS, FL- 33018","Hidden","$199,746.00"
"Canceled per County","FORECLOSURE"," 2016-031910-CA-01","$946,866.04","11-3206-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=1132060050170","826 NE 92 ST","MIAMI SHORES, FL- 33138","Hidden","$344,369.00"
"Canceled per Order","FORECLOSURE"," 2017-008698-CA-01","$631,567.74","30-4009-007-0190","http://www.miamidade.gov/propertysearch/#/?folio=3040090070190","9100 SW 17 ST","MIAMI, FL- 33165","Hidden","$174,017.00"
"Canceled per County","FORECLOSURE"," 2017-018166-CA-01","$522,012.98","11-3205-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=1132050230090","1301 NE 101 ST","MIAMI SHORES, FL- 33138","Hidden","$367,982.00"
"Canceled per Bankruptcy","FORECLOSURE"," 2018-018792-CA-01","$390,082.14","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per County","FORECLOSURE"," 2018-020612-CA-01","$10,567.85","01-3126-039-0380","http://www.miamidade.gov/propertysearch/#/?folio=0131260390380","3427 NW 13 AVE","MIAMI, FL- 33142","Hidden","$117,620.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2015-005637-CA-01","$769,126.35","09-4024-043-0150","http://www.miamidade.gov/propertysearch/#/?folio=0940240430150","6500 SW 49 TER","MIAMI, FL- 33155","Hidden","$500,046.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2015-006323-CA-01","$16,682.13","30-1231-098-0010","http://www.miamidade.gov/propertysearch/#/?folio=3012310980010","20680 NE 4 CT 101","MIAMI, FL- 33179","Hidden","$69,287.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2015-013421-CA-01","$518,490.57","35-3020-035-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530200350370","10288 NW 51 TER","DORAL, FL- 33178","Hidden","$299,949.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2015-023448-CA-01","$615,292.58","01-4206-062-2770","http://www.miamidade.gov/propertysearch/#/?folio=0142060622770","801 BRICKELL KEY BLVD 1711","MIAMI, FL- 33131","$615,292.58","$345,605.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2015-028011-CA-01","$433,323.03","30-2123-034-0040","http://www.miamidade.gov/propertysearch/#/?folio=3021230340040","14181 NW 14 DR","MIAMI, FL- 33167","Hidden","$213,066.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2015-028735-CA-01","$6,830.13","30-3110-035-0220","http://www.miamidade.gov/propertysearch/#/?folio=3031100350220","1945 NW 86 TER","MIAMI, FL- 33147","Hidden","$42,088.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2016-011469-CA-01","$92,858.33","30-5019-015-0180","http://www.miamidade.gov/propertysearch/#/?folio=3050190150180","14713 SW 117 AVE","MIAMI, FL- 33186","Hidden","$45,740.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2016-012096-CA-01","$402,457.77","30-6934-020-0230","http://www.miamidade.gov/propertysearch/#/?folio=3069340200230","13761 SW 274 TER","HOMESTEAD, FL- 33032","Hidden","$147,478.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2016-017487-CA-01","$431,313.09","28-2202-023-2390","http://www.miamidade.gov/propertysearch/#/?folio=2822020232390","3600 MYSTIC POINTE DR 1814","AVENTURA, FL- 33180","Hidden","$280,222.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2016-026332-CA-01","$727,623.37","06-2230-026-0410","http://www.miamidade.gov/propertysearch/#/?folio=0622300260410","13010 GRIFFING BLVD","NORTH MIAMI, FL- 33161","$727,623.37","$252,751.00"
"Canceled per County","FORECLOSURE"," 2013-006105-CA-01","$345,048.26","6-6016-011-0150","http://www.miamidade.gov/propertysearch/#/?folio=660160110150","22012 SW 93 PL","MIAMI, FL- 33190","Hidden",
"Canceled per Order","FORECLOSURE"," 2014-022011-CA-01","$301,526.66","02-3222-010-0530","http://www.miamidade.gov/propertysearch/#/?folio=0232220100530","4555 N ADAMS AVE","MIAMI BEACH, FL- 33140","Hidden","$295,857.00"
"Canceled per County","FORECLOSURE"," 2016-014856-CA-01","$812,584.38","35-3018-023-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530180230370","10993 NW 72 TER","DORAL, FL- 33178","Hidden","$453,962.00"
"Canceled per Order","FORECLOSURE"," 2016-017811-CA-01","$337,553.98","27-2033-011-0540","http://www.miamidade.gov/propertysearch/#/?folio=2720330110540","8980 NW 116 ST","HIALEAH GARDENS, FL- 33018","Hidden","$199,746.00"
"Canceled per County","FORECLOSURE"," 2016-031910-CA-01","$946,866.04","11-3206-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=1132060050170","826 NE 92 ST","MIAMI SHORES, FL- 33138","Hidden","$344,369.00"
"Canceled per Order","FORECLOSURE"," 2017-008698-CA-01","$631,567.74","30-4009-007-0190","http://www.miamidade.gov/propertysearch/#/?folio=3040090070190","9100 SW 17 ST","MIAMI, FL- 33165","Hidden","$174,017.00"
"Canceled per County","FORECLOSURE"," 2017-018166-CA-01","$522,012.98","11-3205-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=1132050230090","1301 NE 101 ST","MIAMI SHORES, FL- 33138","Hidden","$367,982.00"
"Canceled per Bankruptcy","FORECLOSURE"," 2018-018792-CA-01","$390,082.14","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per County","FORECLOSURE"," 2018-020612-CA-01","$10,567.85","01-3126-039-0380","http://www.miamidade.gov/propertysearch/#/?folio=0131260390380","3427 NW 13 AVE","MIAMI, FL- 33142","Hidden","$117,620.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2016-026485-CA-01","$143,464.63","08-2122-003-1350","http://www.miamidade.gov/propertysearch/#/?folio=0821220031350","2050 WASHINGTON AVE","OPA-LOCKA, FL- 33054","Hidden","$52,376.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2016-027451-CA-01","$217,801.32","30-2107-005-1460","http://www.miamidade.gov/propertysearch/#/?folio=3021070051460","5501 NW 182 ST","MIAMI, FL- 33055","Hidden","$119,323.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2016-029782-CA-01","$720,788.64","30-5928-005-0040","http://www.miamidade.gov/propertysearch/#/?folio=3059280050040","15261 SW 152 TER","MIAMI, FL- 33187","Hidden","$223,510.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2016-033320-CA-01","$421,702.22","01-4116-115-1500","http://www.miamidade.gov/propertysearch/#/?folio=0141161151500","2665 SW 37 AVE 612","MIAMI, FL- 33133","Hidden","$241,280.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-000177-CA-01","$1,108,259.35","30-4018-001-1170","http://www.miamidade.gov/propertysearch/#/?folio=3040180011170","2931 SW 117 AVE","MIAMI, FL- 33175","Hidden","$378,007.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-000634-CA-01","$438,502.85","01-3113-065-2380","http://www.miamidade.gov/propertysearch/#/?folio=0131130652380","5707 NE MIAMI CT","MIAMI, FL- 33137","Hidden","$63,893.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-001990-CA-01","$195,697.23","30-2012-005-4130","http://www.miamidade.gov/propertysearch/#/?folio=3020120054130","6305 NW 170 LN","MIAMI, FL- 33015","Hidden","$177,760.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-004426-CA-01","$616,217.88","30-5018-017-0010","http://www.miamidade.gov/propertysearch/#/?folio=3050180170010","10805 SW 135 TER","MIAMI, FL- 33176","Hidden","$472,403.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-008408-CA-01","$598,750.70","06-2228-011-1430","http://www.miamidade.gov/propertysearch/#/?folio=0622280111430","2275 NE 120 ST","NORTH MIAMI, FL- 33181","Hidden","$535,651.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-010020-CA-01","$387,531.69","30-3121-028-0840","http://www.miamidade.gov/propertysearch/#/?folio=3031210280840","3070 NW 44 ST","MIAMI, FL- 33142","Hidden","$149,086.00"
"Canceled per County","FORECLOSURE"," 2013-006105-CA-01","$345,048.26","6-6016-011-0150","http://www.miamidade.gov/propertysearch/#/?folio=660160110150","22012 SW 93 PL","MIAMI, FL- 33190","Hidden",
"Canceled per Order","FORECLOSURE"," 2014-022011-CA-01","$301,526.66","02-3222-010-0530","http://www.miamidade.gov/propertysearch/#/?folio=0232220100530","4555 N ADAMS AVE","MIAMI BEACH, FL- 33140","Hidden","$295,857.00"
"Canceled per County","FORECLOSURE"," 2016-014856-CA-01","$812,584.38","35-3018-023-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530180230370","10993 NW 72 TER","DORAL, FL- 33178","Hidden","$453,962.00"
"Canceled per Order","FORECLOSURE"," 2016-017811-CA-01","$337,553.98","27-2033-011-0540","http://www.miamidade.gov/propertysearch/#/?folio=2720330110540","8980 NW 116 ST","HIALEAH GARDENS, FL- 33018","Hidden","$199,746.00"
"Canceled per County","FORECLOSURE"," 2016-031910-CA-01","$946,866.04","11-3206-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=1132060050170","826 NE 92 ST","MIAMI SHORES, FL- 33138","Hidden","$344,369.00"
"Canceled per Order","FORECLOSURE"," 2017-008698-CA-01","$631,567.74","30-4009-007-0190","http://www.miamidade.gov/propertysearch/#/?folio=3040090070190","9100 SW 17 ST","MIAMI, FL- 33165","Hidden","$174,017.00"
"Canceled per County","FORECLOSURE"," 2017-018166-CA-01","$522,012.98","11-3205-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=1132050230090","1301 NE 101 ST","MIAMI SHORES, FL- 33138","Hidden","$367,982.00"
"Canceled per Bankruptcy","FORECLOSURE"," 2018-018792-CA-01","$390,082.14","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per County","FORECLOSURE"," 2018-020612-CA-01","$10,567.85","01-3126-039-0380","http://www.miamidade.gov/propertysearch/#/?folio=0131260390380","3427 NW 13 AVE","MIAMI, FL- 33142","Hidden","$117,620.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-012677-CA-01","$194,137.99","01-4138-011-0190","http://www.miamidade.gov/propertysearch/#/?folio=0141380110190","946 SW 9 ST","MIAMI, FL- 33130","Hidden","$77,502.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-014157-CA-01","$503,687.83","30-4910-077-0070","http://www.miamidade.gov/propertysearch/#/?folio=3049100770070","14340 SW 23 LN","MIAMI, FL- 33175","Hidden","$190,024.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-016548-CA-01","$47,757.99","30-4004-074-0380","http://www.miamidade.gov/propertysearch/#/?folio=3040040740380","9350 FONTAINEBLEAU BLVD 307","MIAMI, FL- 33172","Hidden","$82,522.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-018075-CA-01","$883,398.38","30-6933-021-0030","http://www.miamidade.gov/propertysearch/#/?folio=3069330210030","27300 SW 153 AVE","MIAMI, FL- 33032","Hidden","$528,400.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-018286-CA-01","$183,839.11","30-2208-034-0120","http://www.miamidade.gov/propertysearch/#/?folio=3022080340120","16800 NE 15 AVE 112","MIAMI, FL- 33162","Hidden","$59,925.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-018677-CA-01","$220,161.62","30-4923-018-0070","http://www.miamidade.gov/propertysearch/#/?folio=3049230180070","12821 SW 43 DR 132","MIAMI, FL- 33175","Hidden","$95,327.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-019464-CA-01","$520,810.78","04-3105-002-1820","http://www.miamidade.gov/propertysearch/#/?folio=0431050021820","3840 E 8 LN","HIALEAH, FL- 33013","Hidden","$222,618.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-019741-CA-01","$167,264.48","34-1132-011-0260","http://www.miamidade.gov/propertysearch/#/?folio=3411320110260","3908 NW 207 STREET RD","MIAMI GARDENS, FL- 33055","Hidden","$59,078.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-021077-CA-01","$307,130.07","34-2116-003-0760","http://www.miamidade.gov/propertysearch/#/?folio=3421160030760","16101 NW 28 PL","MIAMI GARDENS, FL- 33054","Hidden","$151,075.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-021675-CA-01","$276,650.08","01-3123-037-1190","http://www.miamidade.gov/propertysearch/#/?folio=0131230371190","1201 NW 44 ST","MIAMI, FL- 33142","Hidden","$63,662.00"
"Canceled per County","FORECLOSURE"," 2013-006105-CA-01","$345,048.26","6-6016-011-0150","http://www.miamidade.gov/propertysearch/#/?folio=660160110150","22012 SW 93 PL","MIAMI, FL- 33190","Hidden",
"Canceled per Order","FORECLOSURE"," 2014-022011-CA-01","$301,526.66","02-3222-010-0530","http://www.miamidade.gov/propertysearch/#/?folio=0232220100530","4555 N ADAMS AVE","MIAMI BEACH, FL- 33140","Hidden","$295,857.00"
"Canceled per County","FORECLOSURE"," 2016-014856-CA-01","$812,584.38","35-3018-023-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530180230370","10993 NW 72 TER","DORAL, FL- 33178","Hidden","$453,962.00"
"Canceled per Order","FORECLOSURE"," 2016-017811-CA-01","$337,553.98","27-2033-011-0540","http://www.miamidade.gov/propertysearch/#/?folio=2720330110540","8980 NW 116 ST","HIALEAH GARDENS, FL- 33018","Hidden","$199,746.00"
"Canceled per County","FORECLOSURE"," 2016-031910-CA-01","$946,866.04","11-3206-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=1132060050170","826 NE 92 ST","MIAMI SHORES, FL- 33138","Hidden","$344,369.00"
"Canceled per Order","FORECLOSURE"," 2017-008698-CA-01","$631,567.74","30-4009-007-0190","http://www.miamidade.gov/propertysearch/#/?folio=3040090070190","9100 SW 17 ST","MIAMI, FL- 33165","Hidden","$174,017.00"
"Canceled per County","FORECLOSURE"," 2017-018166-CA-01","$522,012.98","11-3205-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=1132050230090","1301 NE 101 ST","MIAMI SHORES, FL- 33138","Hidden","$367,982.00"
"Canceled per Bankruptcy","FORECLOSURE"," 2018-018792-CA-01","$390,082.14","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
"Canceled per County","FORECLOSURE"," 2018-020612-CA-01","$10,567.85","01-3126-039-0380","http://www.miamidade.gov/propertysearch/#/?folio=0131260390380","3427 NW 13 AVE","MIAMI, FL- 33142","Hidden","$117,620.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-024028-CA-01","$50,662.31","30-5924-036-0710","http://www.miamidade.gov/propertysearch/#/?folio=3059240360710","12148 SW 143 LN 5-4","MIAMI, FL- 33186","$5,000.00","$136,182.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-024639-CA-01","$682,401.71","01-4206-061-1820","http://www.miamidade.gov/propertysearch/#/?folio=0142060611820","848 BRICKELL KEY DR 3405","MIAMI, FL- 33131","Hidden","$666,471.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2017-028783-CA-01","$2,271,238.20","02-3227-008-0600","http://www.miamidade.gov/propertysearch/#/?folio=0232270080600","2702 ALTON RD","MIAMI BEACH, FL- 33140","Hidden","$765,073.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-004828-CA-01","$295,590.96","04-2025-058-0150","http://www.miamidade.gov/propertysearch/#/?folio=0420250580150","490 W 79 ST","HIALEAH, FL- 33014","Hidden","$198,185.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-008571-CC-23","$16,199.82","30-4008-045-0330","http://www.miamidade.gov/propertysearch/#/?folio=3040080450330","900 SW 104 CT B-106","MIAMI, FL- 33174","Hidden","$97,515.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-008982-CA-01","$358,016.11","35-3017-038-0740","http://www.miamidade.gov/propertysearch/#/?folio=3530170380740","10555 NW 64 WAY","DORAL , FL- 33178","Hidden","$435,001.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-013476-CA-01","$210,195.09","34-1132-006-0340","http://www.miamidade.gov/propertysearch/#/?folio=3411320060340","20820 NW 37 CT","MIAMI GARDENS, FL- 33055","Hidden","$166,694.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-013871-CA-01","$337,191.61","30-3951-037-0170","http://www.miamidade.gov/propertysearch/#/?folio=3039510370170","1158 NW 125 PATH 103","MIAMI, FL- 33182","Hidden","$160,000.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-014153-CA-01","$216,572.22","30-6019-014-2440","http://www.miamidade.gov/propertysearch/#/?folio=3060190142440","23569 SW 113 AVE","MIAMI, FL- 33032","$216,572.22","$184,200.00"
"10/15/2019 09:00 AM ET","FORECLOSURE"," 2018-018117-CA-01","$154,757.95","30-5007-058-0050","http://www.miamidade.gov/propertysearch/#/?folio=3050070580050","10875 SW 112 AVE 202","MIAMI, FL- 33176","Hidden","$111,746.00"
"Canceled per County","FORECLOSURE"," 2013-006105-CA-01","$345,048.26","6-6016-011-0150","http://www.miamidade.gov/propertysearch/#/?folio=660160110150","22012 SW 93 PL","MIAMI, FL- 33190","Hidden",
"Canceled per Order","FORECLOSURE"," 2014-022011-CA-01","$301,526.66","02-3222-010-0530","http://www.miamidade.gov/propertysearch/#/?folio=0232220100530","4555 N ADAMS AVE","MIAMI BEACH, FL- 33140","Hidden","$295,857.00"
"Canceled per County","FORECLOSURE"," 2016-014856-CA-01","$812,584.38","35-3018-023-0370","http://www.miamidade.gov/propertysearch/#/?folio=3530180230370","10993 NW 72 TER","DORAL, FL- 33178","Hidden","$453,962.00"
"Canceled per Order","FORECLOSURE"," 2016-017811-CA-01","$337,553.98","27-2033-011-0540","http://www.miamidade.gov/propertysearch/#/?folio=2720330110540","8980 NW 116 ST","HIALEAH GARDENS, FL- 33018","Hidden","$199,746.00"
"Canceled per County","FORECLOSURE"," 2016-031910-CA-01","$946,866.04","11-3206-005-0170","http://www.miamidade.gov/propertysearch/#/?folio=1132060050170","826 NE 92 ST","MIAMI SHORES, FL- 33138","Hidden","$344,369.00"
"Canceled per Order","FORECLOSURE"," 2017-008698-CA-01","$631,567.74","30-4009-007-0190","http://www.miamidade.gov/propertysearch/#/?folio=3040090070190","9100 SW 17 ST","MIAMI, FL- 33165","Hidden","$174,017.00"
"Canceled per County","FORECLOSURE"," 2017-018166-CA-01","$522,012.98","11-3205-023-0090","http://www.miamidade.gov/propertysearch/#/?folio=1132050230090","1301 NE 101 ST","MIAMI SHORES, FL- 33138","Hidden","$367,982.00"
"Canceled per Bankruptcy","FORECLOSURE"," 2018-018792-CA-01","$390,082.14","Property Appraiser","http://www.miamidade.gov/propertysearch/#/?folio=",,,"Hidden",
